separation,propensity,length,PredSS_r1_-1,PredSS_r1,PredSS_r1_1,PredSS_r2_-1,PredSS_r2,PredSS_freq_central_H,PredSS_freq_central_E,PredSS_freq_central_C,PredCN_freq_central_0,PredRCH_freq_central_0,PredRCH_freq_central_1,PredSA_freq_central_0,PredSA_freq_central_4,PredRCH_r1_-1,PredRCH_r1,PredRCH_r1_1,PredRCH_r2_-1,PredRCH_r2,PredRCH_r2_1,PredCN_r1_-1,PredCN_r1,PredCN_r1_1,PredCN_r2,PredSA_r1,PredSA_r2_-1,PredSA_r2,PredSA_r2_1,PredSS_freq_global_H,PredCN_freq_global_0,PredRCH_freq_global_0,PredRCH_freq_global_4,PredSA_freq_global_0,AA_freq_central_A,AA_freq_central_D,AA_freq_central_E,AA_freq_central_I,AA_freq_central_F,PSSM_r1_-4_A,PSSM_r1_-4_N,PSSM_r1_0_D,PSSM_r1_1_W,PSSM_r2_0_A,PSSM_central_-2_A,PSSM_central_-2_T,PSSM_central_0_H,PSSM_central_2_D,PSSM_central_2_V
49,1.11178457528051,103,H,H,H,E,E,0.229,0.312,0.458,0.292,0.354,0.25,0.229,0.271,3,3,0,0,3,2,3,3,0,3,0,3,0,3,0.369,0.398,0.398,0.029,0.155,0.042,0.062,0.083,0.062,0.083,-3,-6,-7,-5,-4,2,4,-3,5,-3
6,-0.672338244488822,102,C,C,C,E,E,0.0,0.6,0.4,0.0,0.0,0.4,0.4,0.0,0,1,1,3,3,3,0,1,3,4,4,3,1,0,0.127,0.108,0.324,0.0,0.186,0.0,0.0,0.0,0.0,0.2,3,-2,1,-6,-1,3,0,-1,1,-4
10,-0.158685575359271,178,E,E,C,C,C,0.0,0.0,1.0,0.667,0.556,0.333,0.0,0.889,1,3,0,1,0,0,0,3,0,0,3,3,4,4,0.0,0.36,0.382,0.0,0.124,0.0,0.111,0.111,0.111,0.0,0,0,-2,-3,-1,-3,-3,-2,0,-1
40,0.471452689920424,161,C,C,C,C,C,0.487,0.103,0.41,0.179,0.231,0.205,0.256,0.128,1,3,3,1,3,0,2,4,2,3,0,3,2,3,0.366,0.199,0.304,0.081,0.248,0.103,0.026,0.077,0.051,0.051,3,1,-4,-1,-2,5,-2,-1,-7,-2
128,1.16304154068476,169,C,C,C,H,H,0.504,0.134,0.362,0.283,0.276,0.157,0.252,0.283,3,3,3,3,3,1,4,3,4,3,3,0,3,4,0.479,0.385,0.337,0.018,0.189,0.157,0.047,0.055,0.024,0.024,-1,0,-2,-3,-1,-1,-1,9,-1,-2
7,-0.0053328802722301,61,E,E,E,C,C,0.0,0.5,0.5,0.0,0.167,0.0,0.333,0.333,3,4,4,3,0,3,4,4,4,0,0,4,4,1,0.0,0.295,0.393,0.049,0.246,0.333,0.0,0.0,0.167,0.0,-1,0,-4,-3,-1,-1,-1,-1,-4,-1
107,0.799936747909806,205,H,C,C,E,E,0.368,0.198,0.434,0.085,0.198,0.142,0.358,0.104,3,3,0,1,3,0,3,2,1,4,1,3,0,4,0.395,0.088,0.19,0.21,0.366,0.066,0.047,0.075,0.075,0.047,-3,-5,-3,-2,-3,-3,8,-4,-3,1
12,-0.796541566921915,71,H,H,H,C,C,0.727,0.0,0.273,0.818,0.545,0.273,0.091,0.636,1,0,1,0,0,X,0,0,0,0,4,4,4,X,0.845,0.465,0.338,0.0,0.127,0.091,0.0,0.091,0.0,0.0,-2,2,-1,-3,-2,0,0,-1,-2,-1
88,-0.0889059733408054,171,C,C,C,H,H,0.218,0.276,0.506,0.069,0.195,0.115,0.161,0.115,3,3,3,0,2,2,4,4,4,1,1,3,2,1,0.193,0.123,0.246,0.076,0.164,0.092,0.046,0.115,0.034,0.057,-1,2,-1,-9,1,-2,0,-1,0,-5
11,-0.122603329060422,402,H,H,H,H,H,0.9,0.0,0.1,0.0,0.0,0.0,0.8,0.0,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0.433,0.132,0.214,0.226,0.291,0.2,0.0,0.1,0.0,0.1,0,-7,-5,1,-4,-2,-1,0,4,-5
122,1.04490094001399,329,C,C,E,C,E,0.083,0.421,0.496,0.083,0.273,0.116,0.273,0.182,0,3,3,3,3,4,1,2,3,4,2,0,0,0,0.052,0.082,0.228,0.173,0.325,0.025,0.058,0.066,0.066,0.05,-1,-3,-4,-2,-1,1,-2,-2,-3,-5
37,0.272788257646099,189,E,E,E,E,E,0.0,0.5,0.5,0.222,0.361,0.222,0.139,0.361,3,3,1,3,3,3,3,4,2,3,0,0,2,0,0.0,0.122,0.291,0.0,0.18,0.0,0.083,0.028,0.111,0.028,-1,-6,-10,1,-2,-1,4,-3,2,-2
196,-0.143784113262591,620,H,H,H,C,C,0.036,0.379,0.585,0.19,0.297,0.072,0.19,0.282,0,0,3,3,0,3,0,1,3,1,3,3,3,3,0.068,0.145,0.274,0.144,0.177,0.077,0.067,0.072,0.051,0.041,-1,-1,0,7,-1,-3,-3,-1,1,0
15,0.275783804396222,134,C,C,C,C,C,0.0,0.214,0.786,0.214,0.357,0.429,0.071,0.286,1,0,1,1,2,0,1,0,1,2,4,3,2,4,0.127,0.187,0.313,0.015,0.112,0.0,0.0,0.143,0.0,0.0,-1,0,-2,-4,-2,-4,8,0,-5,-5
221,-0.770233121100733,482,C,C,C,C,C,0.0,0.25,0.75,0.264,0.309,0.114,0.164,0.405,3,3,3,1,0,0,3,4,3,1,1,3,4,4,0.035,0.23,0.324,0.133,0.143,0.127,0.082,0.032,0.041,0.027,0,-1,-3,-2,-1,4,-1,-4,-4,3
36,-0.707277585174926,487,C,H,H,H,H,0.629,0.0,0.371,0.429,0.4,0.171,0.086,0.229,0,0,0,0,0,1,0,0,0,0,4,3,4,3,0.409,0.162,0.23,0.277,0.339,0.114,0.029,0.114,0.029,0.029,-1,-1,-2,-4,0,3,-1,-2,-2,0
376,-0.593125221569842,415,H,H,H,H,H,0.384,0.109,0.507,0.099,0.181,0.096,0.312,0.147,4,4,4,1,3,3,4,4,4,1,0,3,3,1,0.386,0.106,0.188,0.299,0.313,0.091,0.056,0.067,0.067,0.037,-1,-4,-4,-4,-1,0,0,-3,-2,-1
10,0.0793413827993367,143,C,C,C,C,C,0.0,0.444,0.556,0.222,0.333,0.0,0.333,0.333,0,0,0,4,4,4,0,0,0,4,4,4,0,1,0.0,0.203,0.329,0.077,0.224,0.0,0.0,0.111,0.0,0.111,0,6,-1,-5,1,-1,2,-3,-4,3
92,-1.44263457639982,136,C,C,C,E,E,0.0,0.44,0.56,0.308,0.407,0.198,0.154,0.407,0,0,2,0,1,3,0,0,3,0,4,4,4,3,0.0,0.36,0.419,0.0,0.11,0.066,0.044,0.143,0.022,0.044,-1,1,1,-2,-1,-2,-1,1,0,-1
82,0.690944442931784,299,E,E,E,C,C,0.333,0.247,0.42,0.173,0.247,0.086,0.296,0.173,3,4,4,3,2,0,4,4,4,3,0,1,3,4,0.452,0.144,0.254,0.161,0.311,0.123,0.062,0.074,0.062,0.037,-6,-8,-8,-7,1,-1,0,-2,-3,2
87,-0.535980866669175,149,C,C,H,H,H,0.581,0.0,0.419,0.209,0.267,0.209,0.233,0.233,3,1,1,3,3,1,3,1,1,2,3,0,4,3,0.617,0.268,0.309,0.0,0.221,0.047,0.081,0.058,0.081,0.07,-1,2,1,-3,-3,-1,1,1,1,-2
20,-0.271137574296677,73,C,C,C,C,C,0.579,0.0,0.421,0.105,0.316,0.053,0.211,0.158,3,1,3,0,1,0,3,2,3,0,3,4,3,4,0.493,0.26,0.274,0.014,0.192,0.0,0.263,0.053,0.053,0.105,-2,2,-2,2,-2,-2,-1,-4,-8,-6
59,-0.330020840578311,155,H,H,H,E,E,0.017,0.345,0.638,0.086,0.259,0.121,0.362,0.19,3,0,0,3,3,0,3,1,1,3,4,0,0,3,0.387,0.206,0.329,0.039,0.252,0.069,0.052,0.069,0.052,0.052,-2,-1,0,-5,3,-1,-1,-2,-2,0
92,0.030040837712503,517,C,C,C,C,C,0.451,0.121,0.429,0.198,0.143,0.143,0.264,0.154,2,0,1,3,3,0,2,0,0,2,4,0,3,4,0.321,0.25,0.269,0.12,0.174,0.066,0.077,0.033,0.055,0.099,1,-2,1,1,0,1,-1,-4,-1,-3
15,-0.139595169751174,236,C,C,C,H,H,0.643,0.0,0.357,0.429,0.429,0.286,0.0,0.5,3,3,3,0,0,3,4,3,3,1,3,4,3,1,0.403,0.14,0.242,0.242,0.301,0.071,0.071,0.143,0.071,0.0,0,-2,-1,-3,-1,-4,-3,-4,-1,-4
170,-0.490848489056317,358,H,H,H,C,C,0.373,0.112,0.515,0.231,0.243,0.183,0.26,0.249,0,2,3,1,1,1,0,2,3,0,2,4,4,3,0.441,0.187,0.235,0.193,0.291,0.059,0.059,0.071,0.041,0.024,-4,-2,-4,-6,-2,2,1,-2,-1,-1
90,-0.578292091327903,119,E,E,E,C,C,0.404,0.27,0.326,0.371,0.337,0.157,0.213,0.416,3,3,3,0,0,X,4,4,3,0,2,4,4,X,0.403,0.387,0.353,0.0,0.185,0.09,0.101,0.079,0.079,0.067,-1,0,-3,4,-1,1,4,-2,0,-3
110,-0.139595169751174,176,C,C,C,C,C,0.156,0.266,0.578,0.339,0.367,0.147,0.193,0.422,0,0,3,1,0,0,0,0,3,0,4,4,4,3,0.153,0.284,0.352,0.114,0.193,0.064,0.11,0.064,0.037,0.046,0,0,-2,-3,2,-4,-4,-4,-2,-4
376,-0.507532387566928,711,H,H,H,C,C,0.307,0.152,0.541,0.392,0.347,0.187,0.136,0.416,3,0,1,1,3,1,3,0,1,3,4,3,0,3,0.387,0.405,0.342,0.006,0.139,0.069,0.069,0.064,0.059,0.056,-2,2,0,-2,-2,0,0,-1,0,-1
212,0.702477190922726,555,E,E,E,E,E,0.038,0.393,0.569,0.294,0.36,0.142,0.213,0.37,4,4,4,3,3,4,4,4,4,4,0,1,0,3,0.061,0.306,0.355,0.049,0.213,0.043,0.076,0.028,0.057,0.057,1,0,-2,-3,-1,-2,-1,-1,-3,4
116,0.116199306132021,194,C,C,C,E,E,0.0,0.409,0.591,0.148,0.339,0.07,0.13,0.287,0,1,0,3,3,3,1,3,1,4,4,0,0,3,0.0,0.155,0.345,0.031,0.108,0.061,0.052,0.043,0.061,0.122,0,0,-2,-6,-4,-3,-2,-4,-2,-2
20,-0.403679937050501,150,C,C,C,C,C,0.211,0.263,0.526,0.158,0.263,0.158,0.211,0.316,3,1,0,3,3,0,3,1,0,4,3,3,1,4,0.48,0.26,0.333,0.027,0.233,0.053,0.0,0.053,0.158,0.105,-1,-4,-1,-3,5,-1,1,-1,2,-3
130,1.11178457528051,245,H,H,H,H,H,0.496,0.085,0.419,0.101,0.132,0.016,0.605,0.14,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0.576,0.135,0.151,0.616,0.596,0.14,0.023,0.016,0.124,0.062,-1,-5,-6,-4,1,-3,-2,-4,-3,3
19,-0.195098674905331,160,C,E,E,C,C,0.0,0.444,0.556,0.056,0.111,0.056,0.389,0.111,3,3,3,3,3,0,3,4,4,1,0,2,3,4,0.0,0.15,0.325,0.05,0.169,0.056,0.0,0.056,0.111,0.111,0,-1,-5,-5,-2,-3,-2,-4,-4,4
7,-0.0816063430061685,138,E,E,E,C,C,0.0,0.333,0.667,0.333,0.5,0.167,0.0,0.333,3,3,3,0,0,0,4,3,4,0,2,4,4,4,0.0,0.254,0.406,0.007,0.145,0.167,0.167,0.167,0.0,0.0,-2,-1,-5,1,0,1,3,1,0,-3
45,-0.2299948018255,178,H,H,H,E,C,0.25,0.136,0.614,0.386,0.364,0.205,0.023,0.318,3,3,1,3,0,0,3,3,1,1,1,1,3,3,0.287,0.208,0.275,0.011,0.247,0.023,0.045,0.068,0.068,0.023,-3,-8,-4,-5,0,-2,6,0,-7,2
51,-0.0497593453294152,452,E,E,E,E,E,0.0,0.18,0.82,0.44,0.4,0.12,0.18,0.54,3,4,3,4,3,3,4,3,4,4,3,1,0,0,0.0,0.217,0.316,0.148,0.162,0.04,0.06,0.02,0.06,0.02,-6,-3,0,-7,-4,-2,3,-7,-1,0
215,-0.2299948018255,218,C,C,C,C,C,0.023,0.645,0.332,0.15,0.201,0.103,0.243,0.248,0,3,3,0,0,X,0,3,3,0,4,4,4,X,0.023,0.161,0.211,0.069,0.239,0.056,0.042,0.047,0.042,0.065,0,0,-4,12,1,-2,-1,-4,-4,5
55,0.551778417434986,184,H,H,H,H,C,0.5,0.0,0.5,0.13,0.278,0.093,0.315,0.148,0,2,3,1,3,3,1,2,3,3,1,3,1,1,0.495,0.185,0.283,0.109,0.277,0.056,0.111,0.074,0.037,0.019,-1,-2,-3,-6,-5,-5,-5,5,-7,0
111,-0.28742697552208,135,H,H,H,H,H,0.791,0.0,0.209,0.418,0.318,0.236,0.209,0.309,3,0,1,0,3,3,3,0,0,3,3,3,0,1,0.793,0.437,0.341,0.0,0.2,0.127,0.036,0.073,0.045,0.0,2,-2,-1,-3,0,-1,1,-2,-4,0
79,-0.0178509540145711,144,E,E,E,C,C,0.167,0.269,0.564,0.256,0.321,0.218,0.192,0.359,4,3,1,0,0,1,4,4,2,0,1,4,4,4,0.167,0.278,0.333,0.056,0.264,0.077,0.064,0.051,0.038,0.051,-4,-4,-4,-5,1,0,0,-2,-2,1
8,-0.639215882166483,117,H,H,C,H,H,0.857,0.0,0.143,0.429,0.571,0.0,0.286,0.143,0,0,0,0,2,3,0,0,0,1,4,3,3,0,0.667,0.291,0.299,0.009,0.239,0.0,0.0,0.143,0.143,0.143,-2,-1,-1,-4,2,4,0,-2,-5,-4
72,-0.368081382215582,401,H,H,H,E,E,0.225,0.296,0.479,0.07,0.183,0.197,0.38,0.197,0,0,3,3,2,1,0,0,3,3,4,2,2,3,0.172,0.117,0.227,0.1,0.282,0.07,0.07,0.07,0.155,0.042,-1,1,4,0,-2,0,-3,-2,5,-5
71,-0.261888415190075,158,C,C,C,E,C,0.057,0.071,0.871,0.557,0.529,0.143,0.029,0.657,0,0,0,0,3,1,0,0,0,3,4,4,1,3,0.025,0.57,0.551,0.038,0.038,0.057,0.043,0.043,0.029,0.029,-1,2,-1,-3,0,-2,-1,0,1,-3
42,-1.06666371597824,172,C,C,C,C,C,0.0,0.439,0.561,0.293,0.341,0.317,0.098,0.439,0,0,3,0,0,1,0,0,2,1,4,3,4,3,0.0,0.285,0.395,0.052,0.14,0.049,0.073,0.049,0.122,0.024,0,1,1,0,-1,0,0,-1,-1,0
50,0.0976253763868929,106,C,H,H,E,E,0.388,0.122,0.49,0.347,0.388,0.204,0.102,0.388,0,3,3,3,3,0,1,1,2,3,2,3,3,3,0.189,0.292,0.387,0.009,0.094,0.061,0.041,0.082,0.061,0.041,0,-3,1,0,-1,0,-1,-1,1,0
71,1.28178614827365,248,C,C,E,H,H,0.4,0.2,0.4,0.2,0.257,0.2,0.243,0.157,0,2,1,0,2,3,1,3,2,2,1,3,1,0,0.347,0.145,0.262,0.073,0.234,0.086,0.129,0.057,0.043,0.057,0,4,-3,-3,3,0,2,-4,-6,6
648,-0.261888415190075,739,C,C,C,H,H,0.394,0.107,0.499,0.185,0.229,0.13,0.27,0.233,0,0,3,0,3,1,0,1,3,3,4,4,0,3,0.411,0.18,0.233,0.135,0.271,0.111,0.076,0.056,0.062,0.023,4,-2,-1,-4,-2,3,0,-2,2,-2
50,0.0296067540423592,154,H,H,H,H,H,0.837,0.0,0.163,0.408,0.306,0.204,0.245,0.163,3,3,0,3,3,1,3,3,1,3,0,1,0,3,0.896,0.435,0.344,0.0,0.247,0.041,0.02,0.143,0.102,0.0,1,-1,-2,-3,-1,-1,6,-1,-3,4
80,-0.578292091327903,107,H,H,C,C,C,0.127,0.38,0.494,0.152,0.266,0.241,0.215,0.228,3,3,1,1,0,3,3,3,1,1,0,3,3,1,0.168,0.187,0.308,0.019,0.196,0.013,0.051,0.063,0.038,0.025,6,-5,-7,-5,-1,-3,-5,-2,-7,0
275,0.702477190922726,509,H,H,C,H,H,0.23,0.113,0.657,0.358,0.361,0.091,0.113,0.38,0,3,3,4,4,4,0,3,3,4,4,0,0,1,0.161,0.299,0.344,0.134,0.13,0.077,0.073,0.077,0.055,0.029,-2,-2,-1,-2,-1,1,-2,1,-1,1
24,1.11178457528051,100,H,H,H,H,H,0.783,0.0,0.217,0.217,0.391,0.217,0.043,0.217,0,3,2,1,3,1,0,3,2,3,0,3,0,3,0.81,0.24,0.27,0.05,0.19,0.087,0.043,0.087,0.0,0.043,0,-1,-2,-4,-4,-4,-4,-5,2,-3
47,-0.586524082132086,107,H,H,H,C,C,0.348,0.152,0.5,0.457,0.37,0.261,0.087,0.457,1,0,0,1,0,3,0,0,0,0,4,4,4,3,0.234,0.421,0.374,0.0,0.121,0.043,0.109,0.109,0.043,0.043,-1,2,-1,-3,-1,5,0,-2,2,-4
19,0.888838653410709,158,E,E,E,E,E,0.0,0.389,0.611,0.056,0.167,0.0,0.222,0.111,3,3,3,3,3,3,4,3,4,3,3,0,3,0,0.316,0.209,0.259,0.044,0.241,0.0,0.056,0.0,0.056,0.111,-2,1,-1,-4,-1,-3,-4,-2,2,-1
75,-0.496799443754293,155,E,E,E,C,C,0.0,0.581,0.419,0.189,0.23,0.162,0.27,0.243,3,3,3,3,0,0,4,4,4,1,0,1,4,4,0.09,0.187,0.277,0.077,0.219,0.041,0.068,0.068,0.041,0.041,0,1,-2,6,-1,-1,0,-2,2,-1
112,-0.0639871424720709,199,H,H,H,H,H,0.694,0.0,0.306,0.315,0.306,0.108,0.189,0.306,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0.563,0.246,0.271,0.0,0.186,0.063,0.027,0.117,0.063,0.036,-2,2,-1,-6,-2,0,2,0,-3,-3
47,-0.330020840578311,166,C,C,C,H,H,0.37,0.0,0.63,0.913,0.761,0.174,0.022,0.913,1,0,0,0,3,3,1,0,0,2,4,3,2,0,0.645,0.5,0.452,0.066,0.181,0.0,0.152,0.109,0.174,0.043,1,-2,2,-2,-1,-2,0,3,-6,-3
205,-0.809388092833644,536,E,C,C,E,E,0.358,0.186,0.456,0.181,0.245,0.098,0.304,0.225,3,3,3,4,4,4,4,4,4,4,0,0,1,0,0.284,0.187,0.25,0.235,0.274,0.083,0.059,0.069,0.074,0.034,-3,-5,-4,-7,-4,-5,-3,0,-1,-3
87,-0.201664281504726,118,C,C,C,C,C,0.233,0.279,0.488,0.36,0.395,0.174,0.174,0.407,1,3,2,3,0,3,3,3,2,1,4,1,3,1,0.263,0.331,0.356,0.0,0.169,0.058,0.035,0.105,0.012,0.023,-1,0,-3,-3,0,-1,1,-4,-5,-1
13,-0.85299011896855,374,C,C,C,H,H,0.333,0.0,0.667,0.25,0.333,0.167,0.333,0.25,3,3,0,3,0,2,3,3,0,0,1,0,3,3,0.291,0.166,0.27,0.195,0.316,0.0,0.083,0.25,0.083,0.0,-4,4,-3,-6,4,0,-1,-3,5,-3
123,0.0846524541809183,1244,C,C,C,H,C,0.18,0.197,0.623,0.082,0.131,0.082,0.287,0.189,4,4,4,1,3,3,4,4,4,3,0,3,1,3,0.211,0.16,0.198,0.27,0.26,0.098,0.082,0.041,0.025,0.041,-2,-3,-2,-3,-4,-1,-2,3,-3,-4
22,-0.601614815050865,113,C,C,C,H,H,0.714,0.0,0.286,0.19,0.333,0.048,0.286,0.143,3,0,3,1,0,3,3,1,3,0,4,3,4,3,0.496,0.416,0.354,0.0,0.212,0.19,0.0,0.095,0.095,0.0,1,0,2,-3,-1,-2,-1,0,-3,3
48,0.674989008568121,114,H,H,H,E,E,0.149,0.596,0.255,0.34,0.383,0.191,0.128,0.34,0,0,3,3,3,3,0,0,3,4,3,0,0,0,0.202,0.272,0.342,0.009,0.202,0.064,0.043,0.106,0.064,0.021,1,0,0,2,-2,-1,1,-3,-2,-1
311,0.89955658645063,678,C,C,C,H,H,0.326,0.103,0.571,0.123,0.177,0.061,0.403,0.152,1,3,3,1,3,3,1,3,3,3,1,3,1,3,0.391,0.127,0.178,0.388,0.378,0.103,0.042,0.055,0.055,0.039,-2,-3,-4,-6,-5,-2,-4,-5,-5,-1
31,-0.338301598677306,93,C,C,E,E,E,0.3,0.233,0.467,0.533,0.533,0.167,0.1,0.667,0,0,0,1,3,2,0,0,0,4,4,3,0,3,0.194,0.538,0.452,0.0,0.108,0.167,0.033,0.033,0.033,0.033,-1,2,1,-3,-2,-1,1,2,-3,4
7,-0.85299011896855,74,H,H,H,H,H,1.0,0.0,0.0,0.333,0.167,0.333,0.333,0.333,3,3,1,3,1,3,3,1,3,0,3,0,4,4,0.716,0.432,0.338,0.0,0.216,0.333,0.0,0.0,0.0,0.0,-1,-3,-1,-3,-1,4,0,-1,-1,-2
20,-0.261888415190075,180,C,C,C,C,C,0.0,0.105,0.895,0.0,0.316,0.211,0.368,0.0,0,3,1,0,3,1,2,4,2,4,0,3,0,3,0.056,0.017,0.283,0.011,0.367,0.105,0.0,0.0,0.0,0.105,-5,6,-8,-8,6,-4,-7,0,7,-3
8,-0.494579528651966,88,E,E,E,E,E,0.0,0.429,0.571,0.143,0.286,0.143,0.143,0.143,3,3,3,3,3,3,3,4,3,3,0,0,2,0,0.216,0.159,0.25,0.068,0.239,0.0,0.286,0.0,0.0,0.0,-4,-8,-8,2,-3,0,2,-4,-3,-5
16,-0.368081382215582,249,H,H,H,H,H,1.0,0.0,0.0,0.0,0.0,0.2,0.333,0.0,4,4,4,3,3,3,4,4,4,4,1,0,0,1,0.514,0.104,0.197,0.197,0.378,0.2,0.067,0.133,0.067,0.0,-3,-4,-4,-6,-2,-2,0,0,1,-3
13,0.0976253763868929,202,C,C,C,E,E,0.0,0.75,0.25,0.0,0.083,0.083,0.667,0.0,0,4,4,3,3,3,3,4,4,3,0,0,3,0,0.139,0.074,0.203,0.183,0.277,0.167,0.167,0.083,0.0,0.083,-6,-7,-5,-3,-2,0,-1,-2,2,-5
46,-0.578292091327903,120,C,C,C,E,E,0.244,0.156,0.6,0.178,0.4,0.156,0.178,0.222,0,3,3,3,1,3,1,3,3,2,0,2,3,0,0.292,0.35,0.458,0.0,0.125,0.044,0.089,0.111,0.067,0.0,-3,3,-7,-4,-3,0,2,-3,2,0
79,-0.639215882166483,238,H,H,H,H,H,0.526,0.0,0.474,0.205,0.231,0.115,0.321,0.192,1,0,1,3,3,3,1,0,1,4,4,1,0,3,0.508,0.134,0.214,0.118,0.311,0.077,0.038,0.167,0.038,0.064,-1,1,0,-4,6,4,0,0,-1,-2
47,-0.302960173485927,261,C,C,C,C,C,0.0,0.087,0.913,0.174,0.304,0.152,0.065,0.37,0,1,0,2,0,3,0,3,0,2,4,2,3,0,0.027,0.146,0.295,0.034,0.146,0.065,0.043,0.065,0.022,0.043,1,-1,0,-4,-2,-6,-5,-4,3,-3
92,-0.257107278286766,536,C,C,C,C,C,0.143,0.143,0.714,0.308,0.264,0.132,0.275,0.374,3,3,4,3,0,3,4,3,4,3,3,1,3,0,0.284,0.187,0.25,0.235,0.274,0.066,0.055,0.066,0.066,0.044,4,-1,-1,-5,-2,-1,-2,2,-4,4
87,-0.60330827027218,165,C,C,C,C,E,0.221,0.233,0.547,0.116,0.233,0.116,0.186,0.151,0,0,1,3,3,3,0,0,1,3,4,3,3,3,0.224,0.164,0.291,0.03,0.145,0.081,0.07,0.105,0.081,0.023,1,0,1,-4,0,-2,-2,-3,-4,-4
84,1.40279843531977,204,E,E,E,E,E,0.0,0.506,0.494,0.06,0.301,0.084,0.229,0.241,3,3,3,3,4,4,4,3,4,4,3,1,0,0,0.039,0.103,0.319,0.054,0.186,0.036,0.036,0.072,0.036,0.06,-3,2,0,-4,-2,1,5,1,1,-2
127,0.0976253763868929,249,E,E,E,H,C,0.5,0.071,0.429,0.048,0.119,0.111,0.46,0.087,3,3,3,0,3,3,3,4,4,3,0,4,0,0,0.514,0.104,0.197,0.197,0.378,0.119,0.04,0.048,0.056,0.024,-1,0,-5,-5,1,3,-2,-6,8,-7
69,-0.581834404850818,142,H,H,H,E,E,0.103,0.603,0.294,0.029,0.162,0.147,0.235,0.118,2,0,3,3,3,3,2,0,3,3,4,3,2,1,0.275,0.127,0.19,0.113,0.19,0.044,0.044,0.103,0.044,0.029,2,-3,3,4,-2,-4,-2,-3,0,1
49,-0.253778522324612,141,C,C,C,C,C,0.438,0.188,0.375,0.021,0.125,0.125,0.417,0.125,1,3,0,4,4,3,2,3,1,4,0,0,3,3,0.234,0.071,0.142,0.057,0.298,0.146,0.042,0.042,0.104,0.083,-3,3,-3,0,-3,-2,-2,1,-5,4
144,-0.637628516238633,509,H,H,H,E,C,0.161,0.28,0.559,0.224,0.294,0.105,0.175,0.308,1,2,1,4,1,0,0,2,0,2,4,1,3,3,0.161,0.299,0.344,0.134,0.13,0.063,0.084,0.049,0.091,0.028,2,-1,0,-4,-3,0,0,-2,1,-1
11,-0.906490955401671,191,E,E,E,H,H,0.2,0.5,0.3,0.1,0.2,0.0,0.1,0.1,3,3,3,0,3,3,4,3,4,2,3,2,3,0,0.246,0.241,0.361,0.005,0.105,0.0,0.0,0.2,0.1,0.1,1,-1,-4,-2,0,0,-1,-1,-1,0
62,-1.44429440741442,123,H,H,C,C,C,0.541,0.197,0.262,0.311,0.377,0.098,0.344,0.295,3,0,0,2,0,0,3,0,0,0,4,4,4,4,0.52,0.341,0.398,0.008,0.276,0.098,0.049,0.098,0.082,0.0,-1,-4,-1,-4,-1,-2,-1,-2,1,-3
70,-0.593125221569842,176,C,C,C,E,E,0.203,0.435,0.362,0.275,0.333,0.188,0.217,0.29,3,0,0,3,0,3,3,0,0,1,3,3,4,1,0.256,0.398,0.443,0.045,0.199,0.043,0.058,0.101,0.029,0.014,0,-1,1,-4,-1,0,0,3,1,-2
66,1.17960746355996,470,E,C,C,E,C,0.0,0.446,0.554,0.0,0.108,0.031,0.185,0.2,3,3,4,3,3,X,3,4,3,4,0,2,4,X,0.109,0.104,0.228,0.219,0.14,0.215,0.108,0.0,0.077,0.062,-5,-2,-4,-4,-4,0,2,1,-1,0
107,-0.160703722895275,130,X,C,C,E,E,0.047,0.113,0.84,0.226,0.368,0.16,0.028,0.387,X,0,0,3,3,3,X,0,3,4,4,1,0,1,0.038,0.238,0.377,0.0,0.038,0.038,0.047,0.019,0.019,0.028,0,0,-2,-4,-5,-2,-1,-1,0,-1
145,-0.637628516238633,219,E,C,H,C,C,0.361,0.16,0.479,0.069,0.125,0.09,0.458,0.062,4,4,4,4,3,3,4,4,4,3,0,3,3,0,0.384,0.11,0.169,0.338,0.42,0.083,0.056,0.069,0.042,0.042,3,-1,-4,-7,1,-1,-3,-1,-5,4
67,-0.639215882166483,123,E,E,E,E,C,0.0,0.561,0.439,0.348,0.455,0.106,0.152,0.364,3,3,3,3,3,0,3,2,4,3,3,3,3,4,0.0,0.325,0.415,0.016,0.179,0.03,0.045,0.045,0.03,0.03,1,-1,-1,-2,0,2,2,-1,-4,-1
60,1.35659494835128,139,H,H,H,H,H,0.898,0.0,0.102,0.0,0.0,0.0,0.644,0.0,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0.755,0.129,0.122,0.626,0.511,0.119,0.0,0.017,0.034,0.068,-4,-3,-3,-3,-1,-5,-5,-4,-5,2
25,1.51389645446527,418,E,E,E,E,E,0.458,0.125,0.417,0.0,0.042,0.0,0.708,0.0,1,3,3,3,3,3,3,4,3,3,0,0,0,0,0.321,0.019,0.124,0.254,0.414,0.167,0.042,0.042,0.042,0.0,-3,-2,-7,-2,-3,-1,-1,3,1,-1
131,0.200231332152731,214,E,E,E,E,E,0.0,0.446,0.554,0.154,0.308,0.146,0.123,0.246,3,3,3,1,2,0,4,3,4,2,3,3,4,4,0.0,0.145,0.308,0.0,0.112,0.054,0.038,0.085,0.023,0.015,2,-1,-1,-6,-1,-3,-6,2,-1,-2
